Mongo Object Id,Database Name,collection name,Upsert time
"""635232ca2e9ae06c35124515""",NSE-SBIN-EQ,2022-10-21,107:22:18 AM
"""635232cb2e9ae06c35124516""",NSE-ONGC-EQ,2022-10-21,107:22:18 AM
"""635232cb2e9ae06c35124517""",NSE-SBIN-EQ,2022-10-21,107:22:18 AM
"""635232cd2e9ae06c35124518""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232cd2e9ae06c35124519""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232ce2e9ae06c3512451a""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232cf2e9ae06c3512451b""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232cf2e9ae06c3512451c""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232d02e9ae06c3512451d""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232d12e9ae06c3512451e""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232d22e9ae06c3512451f""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232d32e9ae06c35124520""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232d32e9ae06c35124521""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232d52e9ae06c35124522""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232d52e9ae06c35124523""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232d62e9ae06c35124524""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232d72e9ae06c35124525""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232d92e9ae06c35124526""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232da2e9ae06c35124527""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232db2e9ae06c35124528""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232dc2e9ae06c35124529""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232dc2e9ae06c3512452a""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232df2e9ae06c3512452b""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232e02e9ae06c3512452c""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232e12e9ae06c3512452d""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232e12e9ae06c3512452e""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232e22e9ae06c3512452f""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232e42e9ae06c35124530""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232e42e9ae06c35124531""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232e62e9ae06c35124532""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232e72e9ae06c35124533""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232e82e9ae06c35124534""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232e92e9ae06c35124535""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232ea2e9ae06c35124536""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232ec2e9ae06c35124537""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232ec2e9ae06c35124538""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232ed2e9ae06c35124539""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232ee2e9ae06c3512453a""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232ef2e9ae06c3512453b""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232ef2e9ae06c3512453c""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232f12e9ae06c3512453d""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232f12e9ae06c3512453e""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232f22e9ae06c3512453f""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232f32e9ae06c35124540""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232f52e9ae06c35124541""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232f52e9ae06c35124542""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232f82e9ae06c35124543""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232f92e9ae06c35124544""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232fa2e9ae06c35124545""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232fa2e9ae06c35124546""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232fc2e9ae06c35124547""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232fe2e9ae06c35124548""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635232fe2e9ae06c35124549""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635232ff2e9ae06c3512454a""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635233002e9ae06c3512454b""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635233012e9ae06c3512454c""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635233012e9ae06c3512454d""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635233022e9ae06c3512454e""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635233032e9ae06c3512454f""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635233052e9ae06c35124550""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635233052e9ae06c35124551""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""635233062e9ae06c35124552""",NSE-SBIN-EQ,2022-10-21,107:22:19 AM
"""635233072e9ae06c35124553""",NSE-ONGC-EQ,2022-10-21,107:22:19 AM
"""6352330a2e9ae06c35124554""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352330a2e9ae06c35124555""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352330c2e9ae06c35124556""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352330c2e9ae06c35124557""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352330c2e9ae06c35124558""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352330d2e9ae06c35124559""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352330e2e9ae06c3512455a""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233102e9ae06c3512455b""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233102e9ae06c3512455c""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233112e9ae06c3512455d""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233122e9ae06c3512455e""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233122e9ae06c3512455f""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233132e9ae06c35124560""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233132e9ae06c35124561""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233162e9ae06c35124562""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233172e9ae06c35124563""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233182e9ae06c35124564""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233182e9ae06c35124565""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233192e9ae06c35124566""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352331a2e9ae06c35124567""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352331c2e9ae06c35124568""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352331d2e9ae06c35124569""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352331e2e9ae06c3512456a""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352331e2e9ae06c3512456b""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352331f2e9ae06c3512456c""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233202e9ae06c3512456d""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233202e9ae06c3512456e""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233222e9ae06c3512456f""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233232e9ae06c35124570""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233232e9ae06c35124571""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233252e9ae06c35124572""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233262e9ae06c35124573""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233272e9ae06c35124574""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233282e9ae06c35124575""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233292e9ae06c35124576""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233292e9ae06c35124577""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352332a2e9ae06c35124578""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352332a2e9ae06c35124579""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352332c2e9ae06c3512457a""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352332d2e9ae06c3512457b""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352332e2e9ae06c3512457c""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352332e2e9ae06c3512457d""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233312e9ae06c3512457e""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233312e9ae06c3512457f""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233322e9ae06c35124580""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233332e9ae06c35124581""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233332e9ae06c35124582""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233342e9ae06c35124583""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233352e9ae06c35124584""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233352e9ae06c35124585""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233352e9ae06c35124586""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233372e9ae06c35124587""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233382e9ae06c35124588""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233392e9ae06c35124589""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352333a2e9ae06c3512458a""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352333a2e9ae06c3512458b""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352333b2e9ae06c3512458c""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352333c2e9ae06c3512458d""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352333c2e9ae06c3512458e""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352333c2e9ae06c3512458f""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""6352333e2e9ae06c35124590""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""6352333e2e9ae06c35124591""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233402e9ae06c35124592""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233402e9ae06c35124593""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233412e9ae06c35124594""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233432e9ae06c35124595""",NSE-ONGC-EQ,2022-10-21,107:22:20 AM
"""635233432e9ae06c35124596""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233432e9ae06c35124597""",NSE-SBIN-EQ,2022-10-21,107:22:20 AM
"""635233442e9ae06c35124598""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233452e9ae06c35124599""",NSE-ONGC-EQ,2022-10-21,107:22:21 AM
"""635233452e9ae06c3512459a""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233472e9ae06c3512459b""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233482e9ae06c3512459c""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233482e9ae06c3512459d""",NSE-ONGC-EQ,2022-10-21,107:22:21 AM
"""635233492e9ae06c3512459e""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""6352334a2e9ae06c3512459f""",NSE-ONGC-EQ,2022-10-21,107:22:21 AM
"""6352334c2e9ae06c351245a0""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""6352334d2e9ae06c351245a1""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""6352334e2e9ae06c351245a2""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""6352334e2e9ae06c351245a3""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233502e9ae06c351245a4""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233522e9ae06c351245a5""",NSE-ONGC-EQ,2022-10-21,107:22:21 AM
"""635233532e9ae06c351245a6""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233542e9ae06c351245a7""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233542e9ae06c351245a8""",NSE-ONGC-EQ,2022-10-21,107:22:21 AM
"""635233552e9ae06c351245a9""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233562e9ae06c351245aa""",NSE-ONGC-EQ,2022-10-21,107:22:21 AM
"""635233582e9ae06c351245ab""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""635233592e9ae06c351245ac""",NSE-ONGC-EQ,2022-10-21,107:22:21 AM
"""635233592e9ae06c351245ad""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""6352335a2e9ae06c351245ae""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""6352335b2e9ae06c351245af""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""6352335e2e9ae06c351245b0""",NSE-SBIN-EQ,2022-10-21,107:22:21 AM
"""6352335e2e9ae06c351245b1""",NSE-ONGC-EQ,2022-10-21,107:22:21 AM
"""635233ce2e9ae06c351245b2""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245b3""",NSE-ONGC-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245b4""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245b5""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245b6""",NSE-ONGC-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245b7""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245b8""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245b9""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245ba""",NSE-ONGC-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245bb""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245bc""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245bd""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245be""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245bf""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245c0""",NSE-ONGC-EQ,2022-10-21,107:22:23 AM
"""635233cf2e9ae06c351245c1""",NSE-SBIN-EQ,2022-10-21,107:22:23 AM
Mongo Object Id,Database Name,collection name,Upsert time
Mongo Object Id,Database Name,collection name,Upsert time
